transaction_id,sender_id,receiver_id,amount,timestamp
TXN1001,CUST_1,MERCHANT_MAIN,3121,2026-03-01 09:01:00
TXN1002,CUST_2,MERCHANT_MAIN,1880,2026-03-01 09:02:00
TXN1003,CUST_3,MERCHANT_MAIN,2349,2026-03-01 09:03:00
TXN1004,CUST_4,MERCHANT_MAIN,4660,2026-03-01 09:04:00
TXN1005,CUST_5,MERCHANT_MAIN,4635,2026-03-01 09:05:00
TXN1006,MULE_A_1,MULE_B_1,49000,2026-03-01 10:00:00
TXN1007,MULE_B_1,MULE_C_1,48500,2026-03-01 10:10:00
TXN1008,MULE_C_1,MULE_A_1,48000,2026-03-01 10:20:00
TXN1009,SMURF_1_1,AGG_1,49500,2026-03-01 11:01:00
TXN1010,SMURF_1_2,AGG_1,49500,2026-03-01 11:02:00
TXN1011,SMURF_1_3,AGG_1,49500,2026-03-01 11:03:00
TXN1012,SMURF_1_4,AGG_1,49500,2026-03-01 11:04:00
TXN1013,SMURF_1_5,AGG_1,49500,2026-03-01 11:05:00
TXN1014,SMURF_1_6,AGG_1,49500,2026-03-01 11:06:00
TXN1015,SMURF_1_7,AGG_1,49500,2026-03-01 11:07:00
TXN1016,SMURF_1_8,AGG_1,49500,2026-03-01 11:08:00
TXN1017,SMURF_1_9,AGG_1,49500,2026-03-01 11:09:00
TXN1018,SMURF_1_10,AGG_1,49500,2026-03-01 11:10:00
TXN1019,AGG_1,CASHOUT_1,480000,2026-03-01 13:00:00
